"ID","value","group","metric"
525,377,"Post-Cranial","FiL1 L"
525,85,"Post-Cranial","CaL R"
525,85.6,"Post-Cranial","CaL L"
525,53.8,"Post-Cranial","TaL R"
525,46.8,"Post-Cranial","FeHD L"
525,473,"Post-Cranial","FeL2 R"
525,479,"Post-Cranial","FeL2 L"
525,48.1,"Post-Cranial","FeHD R"
527,90.8,"Cranial","GB Bimaxillary Breadth"
527,51.8,"Cranial","NH' Nasal Height"
527,24.8,"Cranial","NB Nasal Breadth"
527,5.9,"Cranial","SC Simotic Chord"
527,24.1,"Cranial","DC Bi-Dacryonic Chord"
527,30,"Cranial","DA Bi-Dacryonic Arc"
527,47.6,"Cranial","G'1 Palatal Length (st-o)"
527,54.2,"Cranial","ext-L External Length"
527,58.1,"Cranial","ext-B External Breadth (ecm-ecm)"
527,40,"Cranial","O'1 Orbital Breadth R"
527,190,"Cranial","L Maximum Length"
527,154,"Cranial","B Maximum Breadth"
527,126,"Cranial","H' Basi-Bregmatic Height"
527,97,"Cranial","LB Basi-Nasal Length"
527,137.8,"Cranial","J Bizygomatic Breadth"
527,91,"Cranial","GL Basi-Alveolar Length"
527,315,"Cranial","BQ' Transverse Biporial Arc"
527,130,"Cranial","S1 Frontal Arc"
527,135,"Cranial","S2 Parietal Arc"
527,125,"Cranial","S3 Occipital Arc"
527,111.7,"Cranial","S1' Frontal Chord"
527,119,"Cranial","S2' Parietal Chord"
527,97,"Cranial","S3' Occipital Chord"
527,545,"Cranial","U Max. Circumference"
527,120.5,"Cranial","Biast B Biasterionic Breadth"
527,31.4,"Cranial","FL Foraminal Length"
527,29.4,"Cranial","FB Foraminal Breadth"
527,100.6,"Cranial","ec-ec Bi-Orbital Breadth"
527,108.4,"Cranial","fmt-fmt Upper Facial Breadth"
527,119.2,"Cranial","TFH Total Facial Height"
527,71.4,"Cranial","G'H Upper Facial Height"
527,39.6,"Cranial","O'1 Orbital Breadth L"
527,38.5,"Cranial","O'2 Orbital Length R"
527,37,"Cranial","O'2 Orbital Length L"
527,127,"Cranial","PBH Porion-Bregma Height R"
527,128,"Cranial","PBH Porion-Bregma Height L"
527,106,"Mandibular","ML Maximum Length"
527,137,"Mandibular","W1 Bicondylar Width"
527,32.6,"Mandibular","H1 Symphyseal Height"
527,102,"Mandibular","GoGo Bigonial Breadth"
527,43.8,"Mandibular","ZZ Biforamen Breadth"
527,127,"Mandibular","M< Mandibular Angle"
527,35,"Mandibular","RB' Minimum Ramus B R"
527,33.2,"Mandibular","RB' Minimum Ramus B L"
527,64.2,"Mandibular","CrH Coronoid Height R"
527,65.4,"Mandibular","CrH Coronoid Height L"
527,61,"Mandibular","RH Ramus Height R"
527,61.4,"Mandibular","RH Ramus Height L"
527,105.4,"Post-Cranial","SaB"
527,54,"Post-Cranial","BW"
527,446,"Post-Cranial","FeL1 R"
527,446,"Post-Cranial","FeL1 L"
527,159,"Post-Cranial","CLL1 L"
527,39.7,"Post-Cranial","GLL R"
527,40.6,"Post-Cranial","GLL L"
527,28,"Post-Cranial","GLB R"
527,27.3,"Post-Cranial","GLB L"
527,328,"Post-Cranial","HuL1 R"
527,328,"Post-Cranial","HuL1 L"
527,47,"Post-Cranial","HuHD R"
527,45.4,"Post-Cranial","HuHD L"
527,21.6,"Post-Cranial","HuD1 R"
527,20.6,"Post-Cranial","HuD1 L"
527,18,"Post-Cranial","HuD2 R"
527,17.2,"Post-Cranial","HuD2 L"
527,66,"Post-Cranial","HuC R"
527,65,"Post-Cranial","HuC L"
527,60.2,"Post-Cranial","HuE1 R"
527,58.8,"Post-Cranial","HuE1 L"
527,28.7,"Post-Cranial","FeD1 R"
527,31,"Post-Cranial","FeD1 L"
527,35.2,"Post-Cranial","FeD2 R"
527,34.2,"Post-Cranial","FeD2 L"
527,31.2,"Post-Cranial","FeD3 R"
527,31,"Post-Cranial","FeD3 L"
527,26.7,"Post-Cranial","FeD4 R"
527,26.6,"Post-Cranial","FeD4 L"
527,88,"Post-Cranial","FeC R"
527,90,"Post-Cranial","FeC L"
527,76.5,"Post-Cranial","FeE R"
527,79,"Post-Cranial","FeE L"
527,46.6,"Post-Cranial","FeHD L"
527,442,"Post-Cranial","FeL2 R"
527,442,"Post-Cranial","FeL2 L"
527,46.4,"Post-Cranial","FeHD R"
527,32.8,"Cranial","G'2 Palatal Breadth (end-end)"
532,95.2,"Cranial","GB Bimaxillary Breadth"
532,53,"Cranial","NH' Nasal Height"
532,23.1,"Cranial","NB Nasal Breadth"
532,6.7,"Cranial","SC Simotic Chord"
532,19.5,"Cranial","DC Bi-Dacryonic Chord"
532,30,"Cranial","DA Bi-Dacryonic Arc"
532,48.4,"Cranial","G'1 Palatal Length (st-o)"
532,52.5,"Cranial","ext-L External Length"
532,63.3,"Cranial","ext-B External Breadth (ecm-ecm)"
532,39.6,"Cranial","O'1 Orbital Breadth R"
532,191,"Cranial","L Maximum Length"
532,144,"Cranial","B Maximum Breadth"
532,135,"Cranial","H' Basi-Bregmatic Height"
532,96,"Cranial","LB Basi-Nasal Length"
532,136,"Cranial","J Bizygomatic Breadth"
532,85,"Cranial","GL Basi-Alveolar Length"
532,312,"Cranial","BQ' Transverse Biporial Arc"
532,125,"Cranial","S2 Parietal Arc"
532,128,"Cranial","S3 Occipital Arc"
532,126,"Cranial","S1' Frontal Chord"
532,116,"Cranial","S2' Parietal Chord"
532,101.2,"Cranial","S3' Occipital Chord"
532,109.8,"Cranial","Biast B Biasterionic Breadth"
532,33,"Cranial","FL Foraminal Length"
532,29.8,"Cranial","FB Foraminal Breadth"
532,91.2,"Cranial","ec-ec Bi-Orbital Breadth"
532,101.5,"Cranial","fmt-fmt Upper Facial Breadth"
532,126.1,"Cranial","TFH Total Facial Height"
532,71.2,"Cranial","G'H Upper Facial Height"
532,37,"Cranial","O'1 Orbital Breadth L"
532,36.2,"Cranial","O'2 Orbital Length R"
532,33.3,"Cranial","O'2 Orbital Length L"
532,131.5,"Cranial","PBH Porion-Bregma Height R"
532,130.2,"Cranial","PBH Porion-Bregma Height L"
532,115,"Mandibular","ML Maximum Length"
532,129,"Mandibular","W1 Bicondylar Width"
532,35.2,"Mandibular","H1 Symphyseal Height"
532,104.5,"Mandibular","GoGo Bigonial Breadth"
532,42.7,"Mandibular","ZZ Biforamen Breadth"
532,130,"Mandibular","M< Mandibular Angle"
532,30.5,"Mandibular","RB' Minimum Ramus B R"
532,30.2,"Mandibular","RB' Minimum Ramus B L"
532,68,"Mandibular","CrH Coronoid Height L"
532,60,"Mandibular","RH Ramus Height R"
532,59,"Mandibular","RH Ramus Height L"
532,115.4,"Post-Cranial","SaB"
532,56.4,"Post-Cranial","BW"
532,147,"Post-Cranial","CLL1 R"
532,147,"Post-Cranial","CLL1 L"
532,44.3,"Post-Cranial","GLL R"
532,42.3,"Post-Cranial","GLL L"
532,28.2,"Post-Cranial","GLB L"
532,342,"Post-Cranial","HuL1 R"
532,337,"Post-Cranial","HuL1 L"
532,49.7,"Post-Cranial","HuHD R"
532,47.6,"Post-Cranial","HuHD L"
532,22.3,"Post-Cranial","HuD1 R"
532,19.8,"Post-Cranial","HuD1 L"
532,18.2,"Post-Cranial","HuD2 R"
532,17.5,"Post-Cranial","HuD2 L"
532,68,"Post-Cranial","HuC R"
532,62,"Post-Cranial","HuC L"
532,62.7,"Post-Cranial","HuE1 R"
532,62.7,"Post-Cranial","HuE1 L"
532,238,"Post-Cranial","RaL R"
532,236,"Post-Cranial","RaL L"
532,22.3,"Post-Cranial","RaHD R"
532,22.3,"Post-Cranial","RaHD L"
532,261,"Post-Cranial","ULL1 R"
532,258,"Post-Cranial","ULL1 L"
532,28.2,"Post-Cranial","FeD1 R"
532,32,"Post-Cranial","FeD2 R"
532,42.7,"Post-Cranial","FeHD L"
532,44,"Post-Cranial","FeHD R"
532,36.8,"Cranial","G'2 Palatal Breadth (end-end)"
534,45.4,"Cranial","NH' Nasal Height"
534,23,"Cranial","NB Nasal Breadth"
534,6.8,"Cranial","SC Simotic Chord"
534,21.6,"Cranial","DC Bi-Dacryonic Chord"
534,30,"Cranial","DA Bi-Dacryonic Arc"
534,41,"Cranial","G'1 Palatal Length (st-o)"
534,43.3,"Cranial","ext-L External Length"
534,50,"Cranial","ext-B External Breadth (ecm-ecm)"
534,36.5,"Cranial","O'1 Orbital Breadth R"
534,178,"Cranial","L Maximum Length"
534,123,"Cranial","B Maximum Breadth"
534,120,"Cranial","H' Basi-Bregmatic Height"
534,94,"Cranial","LB Basi-Nasal Length"
534,89,"Cranial","GL Basi-Alveolar Length"
534,270,"Cranial","BQ' Transverse Biporial Arc"
534,125,"Cranial","S1 Frontal Arc"
534,116,"Cranial","S2 Parietal Arc"
534,115,"Cranial","S3 Occipital Arc"
534,110,"Cranial","S1' Frontal Chord"
534,105.7,"Cranial","S2' Parietal Chord"
534,95.4,"Cranial","S3' Occipital Chord"
534,495,"Cranial","U Max. Circumference"
534,99.2,"Cranial","Biast B Biasterionic Breadth"
534,32.8,"Cranial","FL Foraminal Length"
534,26.8,"Cranial","FB Foraminal Breadth"
534,87,"Cranial","ec-ec Bi-Orbital Breadth"
534,92.7,"Cranial","fmt-fmt Upper Facial Breadth"
534,97,"Cranial","TFH Total Facial Height"
534,60,"Cranial","G'H Upper Facial Height"
534,33.7,"Cranial","O'2 Orbital Length R"
534,35,"Cranial","O'2 Orbital Length L"
534,130,"Cranial","PBH Porion-Bregma Height R"
534,115,"Cranial","PBH Porion-Bregma Height L"
534,99,"Mandibular","ML Maximum Length"
534,110,"Mandibular","W1 Bicondylar Width"
534,91.1,"Mandibular","GoGo Bigonial Breadth"
534,44,"Mandibular","ZZ Biforamen Breadth"
534,135,"Mandibular","M< Mandibular Angle"
534,30.2,"Mandibular","RB' Minimum Ramus B R"
534,29.7,"Mandibular","RB' Minimum Ramus B L"
534,50,"Mandibular","CrH Coronoid Height R"
534,49.2,"Mandibular","CrH Coronoid Height L"
534,53,"Mandibular","RH Ramus Height R"
534,52.5,"Mandibular","RH Ramus Height L"
534,114.4,"Post-Cranial","SaB"
534,44,"Post-Cranial","BW"
534,405,"Post-Cranial","FeL1 R"
534,144,"Post-Cranial","CLL1 R"
534,145,"Post-Cranial","CLL1 L"
534,36.5,"Post-Cranial","GLL R"
534,34.4,"Post-Cranial","GLL L"
534,23,"Post-Cranial","GLB R"
534,22.6,"Post-Cranial","GLB L"
534,50,"Post-Cranial","HuE1 R"
534,49.5,"Post-Cranial","HuE1 L"
534,210,"Post-Cranial","RaL R"
534,206,"Post-Cranial","RaL L"
534,20.3,"Post-Cranial","RaHD R"
534,226,"Post-Cranial","ULL1 R"
534,221,"Post-Cranial","ULL1 L"
534,47.1,"Post-Cranial","TaL L"
534,27.4,"Post-Cranial","FeD1 R"
534,28.9,"Post-Cranial","FeD1 L"
534,30.2,"Post-Cranial","FeD2 R"
534,28.4,"Post-Cranial","FeD2 L"
534,24.3,"Post-Cranial","FeD3 R"
534,23.2,"Post-Cranial","FeD4 R"
534,74,"Post-Cranial","FeC R"
534,329,"Post-Cranial","TiL1 L"
534,328,"Post-Cranial","TiL2 L"
534,26.8,"Post-Cranial","TiD1 R"
534,27,"Post-Cranial","TiD1 L"
534,20.8,"Post-Cranial","TiD2 R"
534,20.2,"Post-Cranial","TiD2 L"
534,69.4,"Post-Cranial","CaL L"
534,47.8,"Post-Cranial","TaL R"
534,400,"Post-Cranial","FeL2 R"
534,31.4,"Cranial","G'2 Palatal Breadth (end-end)"
544,88,"Cranial","GB Bimaxillary Breadth"
544,51.1,"Cranial","NH' Nasal Height"
544,22.1,"Cranial","NB Nasal Breadth"
544,8.4,"Cranial","SC Simotic Chord"
544,20.4,"Cranial","DC Bi-Dacryonic Chord"
544,33,"Cranial","DA Bi-Dacryonic Arc"
544,46.2,"Cranial","G'1 Palatal Length (st-o)"
544,51.5,"Cranial","ext-L External Length"
544,57.6,"Cranial","ext-B External Breadth (ecm-ecm)"
544,39.6,"Cranial","O'1 Orbital Breadth R"
544,185,"Cranial","L Maximum Length"
544,134,"Cranial","B Maximum Breadth"
544,117,"Cranial","H' Basi-Bregmatic Height"
544,96,"Cranial","LB Basi-Nasal Length"
544,116.7,"Cranial","J Bizygomatic Breadth"
544,94,"Cranial","GL Basi-Alveolar Length"
544,270,"Cranial","BQ' Transverse Biporial Arc"
544,115,"Cranial","S1 Frontal Arc"
544,107,"Cranial","S2 Parietal Arc"
544,133,"Cranial","S3 Occipital Arc"
544,104,"Cranial","S1' Frontal Chord"
544,97.7,"Cranial","S2' Parietal Chord"
544,100,"Cranial","S3' Occipital Chord"
544,510,"Cranial","U Max. Circumference"
544,111.2,"Cranial","Biast B Biasterionic Breadth"
544,37,"Cranial","FL Foraminal Length"
544,29.4,"Cranial","FB Foraminal Breadth"
544,93.2,"Cranial","ec-ec Bi-Orbital Breadth"
544,99.2,"Cranial","fmt-fmt Upper Facial Breadth"
544,112.7,"Cranial","TFH Total Facial Height"
544,69.6,"Cranial","G'H Upper Facial Height"
544,39.5,"Cranial","O'1 Orbital Breadth L"
544,35.8,"Cranial","O'2 Orbital Length R"
544,35.4,"Cranial","O'2 Orbital Length L"
544,111.8,"Cranial","PBH Porion-Bregma Height R"
544,112.4,"Cranial","PBH Porion-Bregma Height L"
544,109,"Mandibular","ML Maximum Length"
544,113,"Mandibular","W1 Bicondylar Width"
544,32.6,"Mandibular","H1 Symphyseal Height"
544,92.2,"Mandibular","GoGo Bigonial Breadth"
544,45.5,"Mandibular","ZZ Biforamen Breadth"
544,130,"Mandibular","M< Mandibular Angle"
544,29.2,"Mandibular","RB' Minimum Ramus B R"
544,29.2,"Mandibular","RB' Minimum Ramus B L"
544,56.5,"Mandibular","CrH Coronoid Height R"
544,54,"Mandibular","CrH Coronoid Height L"
544,55,"Mandibular","RH Ramus Height R"
544,53.8,"Mandibular","RH Ramus Height L"
544,53.5,"Post-Cranial","BW"
544,158,"Post-Cranial","CLL1 L"
544,43.4,"Post-Cranial","GLL R"
544,43.1,"Post-Cranial","GLL L"
544,26.1,"Post-Cranial","GLB R"
544,27.4,"Post-Cranial","GLB L"
544,333,"Post-Cranial","HuL1 R"
544,328,"Post-Cranial","HuL1 L"
544,46.4,"Post-Cranial","HuHD R"
544,46.8,"Post-Cranial","HuHD L"
544,20.9,"Post-Cranial","HuD1 R"
544,20,"Post-Cranial","HuD1 L"
544,18.5,"Post-Cranial","HuD2 R"
544,17.6,"Post-Cranial","HuD2 L"
544,65,"Post-Cranial","HuC R"
544,64,"Post-Cranial","HuC L"
544,59.2,"Post-Cranial","HuE1 R"
544,58.7,"Post-Cranial","HuE1 L"
544,222,"Post-Cranial","RaL L"
544,241,"Post-Cranial","ULL1 L"
544,47.2,"Post-Cranial","FeHD L"
544,36.2,"Cranial","G'2 Palatal Breadth (end-end)"
552,47.7,"Cranial","NH' Nasal Height"
552,24.1,"Cranial","NB Nasal Breadth"
552,8.9,"Cranial","SC Simotic Chord"
552,22.1,"Cranial","DC Bi-Dacryonic Chord"
552,42,"Cranial","DA Bi-Dacryonic Arc"
552,42.4,"Cranial","G'1 Palatal Length (st-o)"
552,47.6,"Cranial","ext-L External Length"
552,36.4,"Cranial","O'1 Orbital Breadth R"
552,184,"Cranial","L Maximum Length"
552,132,"Cranial","B Maximum Breadth"
552,118,"Cranial","H' Basi-Bregmatic Height"
552,95,"Cranial","LB Basi-Nasal Length"
552,83,"Cranial","GL Basi-Alveolar Length"
552,288,"Cranial","BQ' Transverse Biporial Arc"
552,125,"Cranial","S1 Frontal Arc"
552,122,"Cranial","S2 Parietal Arc"
552,116,"Cranial","S3 Occipital Arc"
552,108.5,"Cranial","S1' Frontal Chord"
552,111.2,"Cranial","S2' Parietal Chord"
552,95.9,"Cranial","S3' Occipital Chord"
552,528,"Cranial","U Max. Circumference"
552,105.3,"Cranial","Biast B Biasterionic Breadth"
552,37.5,"Cranial","FL Foraminal Length"
552,31.8,"Cranial","FB Foraminal Breadth"
552,92.9,"Cranial","ec-ec Bi-Orbital Breadth"
552,99.6,"Cranial","fmt-fmt Upper Facial Breadth"
552,97.5,"Cranial","TFH Total Facial Height"
552,62.7,"Cranial","G'H Upper Facial Height"
552,37.3,"Cranial","O'2 Orbital Length R"
552,111,"Cranial","PBH Porion-Bregma Height R"
552,115,"Cranial","PBH Porion-Bregma Height L"
552,99,"Mandibular","ML Maximum Length"
552,119.6,"Mandibular","W1 Bicondylar Width"
552,86.2,"Mandibular","GoGo Bigonial Breadth"
552,45,"Mandibular","ZZ Biforamen Breadth"
552,117,"Mandibular","M< Mandibular Angle"
552,27.6,"Mandibular","RB' Minimum Ramus B R"
552,28.9,"Mandibular","RB' Minimum Ramus B L"
552,55.4,"Mandibular","CrH Coronoid Height R"
552,55.5,"Mandibular","CrH Coronoid Height L"
552,54.7,"Mandibular","RH Ramus Height R"
552,55,"Mandibular","RH Ramus Height L"
552,43,"Post-Cranial","BW"
552,423,"Post-Cranial","FeL1 R"
552,419,"Post-Cranial","FeL1 L"
552,128,"Post-Cranial","CLL1 R"
552,130,"Post-Cranial","CLL1 L"
552,36.4,"Post-Cranial","GLL R"
552,36.9,"Post-Cranial","GLL L"
552,22,"Post-Cranial","GLB R"
552,22.5,"Post-Cranial","GLB L"
552,287,"Post-Cranial","HuL1 R"
552,284,"Post-Cranial","HuL1 L"
552,40.4,"Post-Cranial","HuHD R"
552,40.6,"Post-Cranial","HuHD L"
552,20.5,"Post-Cranial","HuD1 R"
552,19.5,"Post-Cranial","HuD1 L"
552,17.1,"Post-Cranial","HuD2 R"
552,16.7,"Post-Cranial","HuD2 L"
552,59,"Post-Cranial","HuC R"
552,58,"Post-Cranial","HuC L"
552,52.6,"Post-Cranial","HuE1 R"
552,51.2,"Post-Cranial","HuE1 L"
552,209,"Post-Cranial","RaL R"
552,203,"Post-Cranial","RaL L"
552,18.6,"Post-Cranial","RaHD R"
552,225,"Post-Cranial","ULL1 R"
552,220,"Post-Cranial","ULL1 L"
552,51.2,"Post-Cranial","TaL L"
552,25.7,"Post-Cranial","FeD1 R"
552,25.5,"Post-Cranial","FeD1 L"
552,34.2,"Post-Cranial","FeD2 R"
552,34.3,"Post-Cranial","FeD2 L"
552,25.4,"Post-Cranial","FeD3 R"
552,28.3,"Post-Cranial","FeD3 L"
552,25,"Post-Cranial","FeD4 R"
552,24.6,"Post-Cranial","FeD4 L"
552,84,"Post-Cranial","FeC R"
552,87,"Post-Cranial","FeC L"
552,76.1,"Post-Cranial","FeE R"
552,75.3,"Post-Cranial","FeE L"
552,333,"Post-Cranial","TiL1 R"
552,330,"Post-Cranial","TiL1 L"
552,331,"Post-Cranial","TiL2 R"
552,329,"Post-Cranial","TiL2 L"
552,28.9,"Post-Cranial","TiD1 R"
552,27.6,"Post-Cranial","TiD1 L"
552,22.9,"Post-Cranial","TiD2 R"
552,22.2,"Post-Cranial","TiD2 L"
552,69.4,"Post-Cranial","TiE R"
552,69.9,"Post-Cranial","TiE L"
552,327,"Post-Cranial","FiL1 L"
552,74.7,"Post-Cranial","CaL R"
552,74.7,"Post-Cranial","CaL L"
552,51.4,"Post-Cranial","TaL R"
552,41.6,"Post-Cranial","FeHD L"
552,420,"Post-Cranial","FeL2 R"
552,417,"Post-Cranial","FeL2 L"
552,41.3,"Post-Cranial","FeHD R"
552,32.4,"Cranial","G'2 Palatal Breadth (end-end)"
562,433,"Post-Cranial","FeL1 R"
562,438,"Post-Cranial","FeL1 L"
562,311,"Post-Cranial","HuL1 R"
562,46.5,"Post-Cranial","HuHD R"
562,21.2,"Post-Cranial","HuD1 R"
562,18.2,"Post-Cranial","HuD2 R"
562,65,"Post-Cranial","HuC R"
562,59.5,"Post-Cranial","HuE1 R"
562,238,"Post-Cranial","RaL R"
562,258,"Post-Cranial","ULL1 R"
562,56.6,"Post-Cranial","TaL L"
562,28.6,"Post-Cranial","FeD1 R"
562,27.9,"Post-Cranial","FeD1 L"
562,29.1,"Post-Cranial","FeD2 R"
562,30.4,"Post-Cranial","FeD2 L"
562,29.4,"Post-Cranial","FeD3 R"
562,27.9,"Post-Cranial","FeD3 L"
562,26.6,"Post-Cranial","FeD4 R"
562,26,"Post-Cranial","FeD4 L"
562,87,"Post-Cranial","FeC R"
562,84,"Post-Cranial","FeC L"
562,83.2,"Post-Cranial","FeE R"
562,83.4,"Post-Cranial","FeE L"
562,357,"Post-Cranial","TiL1 R"
562,352,"Post-Cranial","TiL1 L"
562,355,"Post-Cranial","TiL2 R"
562,350,"Post-Cranial","TiL2 L"
562,29.8,"Post-Cranial","TiD1 R"
562,29.8,"Post-Cranial","TiD1 L"
562,23.3,"Post-Cranial","TiD2 R"
562,25.9,"Post-Cranial","TiD2 L"
562,76.8,"Post-Cranial","TiE R"
562,76.5,"Post-Cranial","TiE L"
562,80.5,"Post-Cranial","CaL R"
562,80.9,"Post-Cranial","CaL L"
562,48.4,"Post-Cranial","FeHD L"
562,430,"Post-Cranial","FeL2 R"
562,433,"Post-Cranial","FeL2 L"
562,47.6,"Post-Cranial","FeHD R"
565,104.3,"Post-Cranial","SaL"
565,127.2,"Post-Cranial","SaB"
565,43.4,"Post-Cranial","BW"
565,141,"Post-Cranial","CLL1 R"
565,42.9,"Post-Cranial","GLL L"
565,25.7,"Post-Cranial","GLB L"
565,228,"Post-Cranial","RaL R"
565,21,"Post-Cranial","RaHD R"
565,247,"Post-Cranial","ULL1 R"
565,244,"Post-Cranial","ULL1 L"
565,45.2,"Post-Cranial","FeHD L"
565,45.5,"Post-Cranial","FeHD R"
567,81.4,"Cranial","GB Bimaxillary Breadth"
567,44.4,"Cranial","NH' Nasal Height"
567,24.3,"Cranial","NB Nasal Breadth"
567,19.5,"Cranial","DC Bi-Dacryonic Chord"
567,33,"Cranial","DA Bi-Dacryonic Arc"
567,44.1,"Cranial","G'1 Palatal Length (st-o)"
567,49.4,"Cranial","ext-L External Length"
567,58.5,"Cranial","ext-B External Breadth (ecm-ecm)"
567,37.9,"Cranial","O'1 Orbital Breadth R"
567,184,"Cranial","L Maximum Length"
567,130,"Cranial","B Maximum Breadth"
567,117,"Cranial","H' Basi-Bregmatic Height"
567,90,"Cranial","LB Basi-Nasal Length"
567,116.8,"Cranial","J Bizygomatic Breadth"
567,85,"Cranial","GL Basi-Alveolar Length"
567,285,"Cranial","BQ' Transverse Biporial Arc"
567,125,"Cranial","S1 Frontal Arc"
567,135,"Cranial","S2 Parietal Arc"
567,109,"Cranial","S3 Occipital Arc"
567,107.4,"Cranial","S1' Frontal Chord"
567,118,"Cranial","S2' Parietal Chord"
567,89.2,"Cranial","S3' Occipital Chord"
567,509,"Cranial","U Max. Circumference"
567,102.7,"Cranial","Biast B Biasterionic Breadth"
567,37.3,"Cranial","FL Foraminal Length"
567,31.8,"Cranial","FB Foraminal Breadth"
567,93.6,"Cranial","ec-ec Bi-Orbital Breadth"
567,100.5,"Cranial","fmt-fmt Upper Facial Breadth"
567,98.1,"Cranial","TFH Total Facial Height"
567,63,"Cranial","G'H Upper Facial Height"
567,38.6,"Cranial","O'1 Orbital Breadth L"
567,34.5,"Cranial","O'2 Orbital Length R"
567,32.9,"Cranial","O'2 Orbital Length L"
567,111,"Cranial","PBH Porion-Bregma Height R"
567,112,"Cranial","PBH Porion-Bregma Height L"
567,90,"Mandibular","ML Maximum Length"
567,114.5,"Mandibular","W1 Bicondylar Width"
567,26.8,"Mandibular","H1 Symphyseal Height"
567,47,"Mandibular","ZZ Biforamen Breadth"
567,114,"Mandibular","M< Mandibular Angle"
567,27.4,"Mandibular","RB' Minimum Ramus B R"
567,27.5,"Mandibular","RB' Minimum Ramus B L"
567,63.6,"Mandibular","CrH Coronoid Height R"
567,60,"Mandibular","RH Ramus Height R"
567,57.8,"Mandibular","RH Ramus Height L"
567,102.8,"Post-Cranial","SaL"
567,122.2,"Post-Cranial","SaB"
567,46.2,"Post-Cranial","BW"
567,132,"Post-Cranial","CLL1 R"
567,134,"Post-Cranial","CLL1 L"
567,38.4,"Post-Cranial","GLL R"
567,24.5,"Post-Cranial","GLB R"
567,336,"Post-Cranial","HuL1 R"
567,325,"Post-Cranial","HuL1 L"
567,42.5,"Post-Cranial","HuHD R"
567,18.3,"Post-Cranial","HuD1 R"
567,18.4,"Post-Cranial","HuD1 L"
567,15.4,"Post-Cranial","HuD2 R"
567,15.5,"Post-Cranial","HuD2 L"
567,57,"Post-Cranial","HuC R"
567,56,"Post-Cranial","HuC L"
567,56.9,"Post-Cranial","HuE1 R"
567,55.4,"Post-Cranial","HuE1 L"
567,20.4,"Post-Cranial","RaHD R"
567,247,"Post-Cranial","ULL1 R"
567,239,"Post-Cranial","ULL1 L"
567,32.4,"Cranial","G'2 Palatal Breadth (end-end)"
583,96.2,"Cranial","GB Bimaxillary Breadth"
583,54.4,"Cranial","NH' Nasal Height"
583,26.3,"Cranial","NB Nasal Breadth"
583,23.3,"Cranial","DC Bi-Dacryonic Chord"
583,35,"Cranial","DA Bi-Dacryonic Arc"
583,41.4,"Cranial","G'1 Palatal Length (st-o)"
583,49.4,"Cranial","ext-L External Length"
583,62.9,"Cranial","ext-B External Breadth (ecm-ecm)"
583,41.2,"Cranial","O'1 Orbital Breadth R"
583,185,"Cranial","L Maximum Length"
583,135,"Cranial","B Maximum Breadth"
583,123,"Cranial","H' Basi-Bregmatic Height"
583,100,"Cranial","LB Basi-Nasal Length"
583,126,"Cranial","J Bizygomatic Breadth"
583,93.9,"Cranial","GL Basi-Alveolar Length"
583,290,"Cranial","BQ' Transverse Biporial Arc"
583,125,"Cranial","S1 Frontal Arc"
583,120,"Cranial","S2 Parietal Arc"
583,115,"Cranial","S3 Occipital Arc"
583,114.2,"Cranial","S1' Frontal Chord"
583,108.5,"Cranial","S2' Parietal Chord"
583,94.6,"Cranial","S3' Occipital Chord"
583,530,"Cranial","U Max. Circumference"
583,106.1,"Cranial","Biast B Biasterionic Breadth"
583,37.9,"Cranial","FL Foraminal Length"
583,31,"Cranial","FB Foraminal Breadth"
583,98.2,"Cranial","ec-ec Bi-Orbital Breadth"
583,100.9,"Cranial","fmt-fmt Upper Facial Breadth"
583,115.1,"Cranial","TFH Total Facial Height"
583,73.6,"Cranial","G'H Upper Facial Height"
583,41.1,"Cranial","O'1 Orbital Breadth L"
583,35.8,"Cranial","O'2 Orbital Length R"
583,36.7,"Cranial","O'2 Orbital Length L"
583,119,"Cranial","PBH Porion-Bregma Height R"
583,120,"Cranial","PBH Porion-Bregma Height L"
583,106,"Mandibular","ML Maximum Length"
583,30,"Mandibular","H1 Symphyseal Height"
583,101.4,"Mandibular","GoGo Bigonial Breadth"
583,44.6,"Mandibular","ZZ Biforamen Breadth"
583,135,"Mandibular","M< Mandibular Angle"
583,31.5,"Mandibular","RB' Minimum Ramus B R"
583,31.1,"Mandibular","RB' Minimum Ramus B L"
583,58.5,"Mandibular","CrH Coronoid Height R"
583,58.7,"Mandibular","CrH Coronoid Height L"
583,62,"Mandibular","RH Ramus Height R"
583,52.4,"Post-Cranial","BW"
583,454,"Post-Cranial","FeL1 R"
583,446,"Post-Cranial","FeL1 L"
583,41.1,"Post-Cranial","GLL L"
583,26.3,"Post-Cranial","GLB L"
583,318,"Post-Cranial","HuL1 L"
583,20,"Post-Cranial","HuD1 L"
583,19.8,"Post-Cranial","HuD2 L"
583,65,"Post-Cranial","HuC L"
583,61.4,"Post-Cranial","HuE1 L"
583,22.2,"Post-Cranial","RaHD L"
583,52.3,"Post-Cranial","TaL L"
583,30.3,"Post-Cranial","FeD1 R"
583,29.6,"Post-Cranial","FeD1 L"
583,36.5,"Post-Cranial","FeD2 R"
583,36.7,"Post-Cranial","FeD2 L"
583,32,"Post-Cranial","FeD3 R"
583,30.4,"Post-Cranial","FeD3 L"
583,30,"Post-Cranial","FeD4 R"
